,title,description,exploitability,risk_level,cve_id,platform,consequences,privilege,access_vector,access_complexity,confidentiality_impact,integrity_impact,availability_impact
65,Python novajoin plugin privilege escalation,"Python novajoin plugin could allow a remote authenticated attacker to gain elevated privileges on the system, caused by improper access control in the novajoin API. An attacker could exploit this vulnerability to generate FreeIPA tokens.",Unproven,8.8,CVE-2019-10138,Python novajoin plugin,Gain Privileges,Low,Network,Low,High,High,High
66,Python urllib.parse.urlsplit and urllib.parse.urlparse components information disclosure,"Python urllib.parse.urlsplit and urllib.parse.urlparse components could allow a remote attacker to obtain sensitive information, caused by improper unicode encoding handling. By using a specially-crafted URL, an attacker could exploit this vulnerability to obtain sensitive information.",Unproven,7.5,CVE-2019-10160,Python Python 2.7,Obtain Information,None,Network,Low,High,None,None
67,Python Parso code execution,"Python Parso could allow a remote attacker to execute arbitrary code on the system, caused by a deserialization flaw. By persuading a victim to open a specially-crafted cache grammar file, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Proof of Concept,7.8,CVE-2019-12760,Python Parso 0.4.0,Gain Access,None,Local,Low,High,High,High
68,Cisco NX-OS Software privilege escalation,"Cisco NX-OS Software could allow a local authenticated attacker to gain elevated privileges on the system, caused by improper input validation by the parameters passed to Python functions in the scripting sandbox. By sending a specially-crafted request, an authenticated attacker could exploit this vulnerability to escape the scripting sandbox and execute arbitrary commands with elevated privileges.",Unproven,4.2,CVE-2019-1727,Cisco MDS 9000 Series Multilayer Switches,Gain Privileges,High,Local,Low,Low,Low,Low
69,pypa pip package for python directory traversal,"pypa pip package for python could allow a remote attacker to traverse directories on the system, caused by a flaw when installing package via a specified URL. An attacker could use a specially-crafted Content-Disposition header with filename containing ""dot dot"" sequences (/../) to overwrite arbitrary files on the system.",Unproven,8.2,CVE-2019-20916,pypa pip package for Python 19.1.1,Gain Access,None,Network,Low,None,High,Low
70,Python ast.c denial of service,"Python is vulnerable to a denial of service, caused by a handle_keywordonly_args out-of-bounds read in Python/ast.c. An attacker could exploit this vulnerability to crash the interpreter process.",Unproven,5.3,CVE-2019-19275,Python Python 3.8,Denial of Service,None,Network,Low,None,None,Low
71,Python ast.c denial of service,"Python is vulnerable to a denial of service, caused by an ast_for_arguments out-of-bounds read in Python/ast.c. An attacker could exploit this vulnerability to crash the interpreter process.",Unproven,5.3,CVE-2019-19274,Python Python 3.8,Denial of Service,None,Network,Low,None,None,Low
72,Python urllib3 request parameter CRLF injection,"Python urllib3 is vulnerable to CRLF injection, caused by improper validation of user-supplied input by the request parameter. By sending a specially-crafted HTTP response containing CRLF character sequences, a remote attacker could exploit this vulnerability to conduct various attacks against the vulnerable system, including cross-site scripting, cache poisoning or session hijacking.",Unproven,5.3,CVE-2019-11236,Python urllib3 1.24.1,Gain Access,None,Network,Low,None,Low,None
73,Python urllib2 header injection,"Python is vulnerable to HTTP header injection, caused by improper validation of input in the urllib2. By sending a specially-crafted request, a remote attacker could exploit this vulnerability to inject arbitrary HTTP headers, which will allow the attacker to conduct various attacks against the vulnerable system, including cross-site scripting, cache poisoning or session hijacking.",Proof of Concept,6.1,CVE-2019-9740,Python urllib2 for Python 2,Gain Access,None,Network,Low,Low,Low,None
74,Python denial of service,"Python is vulnerable to a denial of service, caused by a flaw in the Lib/zipfile.py. By using a ZIP bomb, a remote attacker could exploit this vulnerability to cause a denial of dervice.",Unproven,3.3,CVE-2019-9674,Python Python 3.7.2,Denial of Service,None,Local,Low,None,None,Low
75,Python urllib.parse.urlsplit and urllib.parse.urlparse components information disclosure,"Python urllib.parse.urlsplit and urllib.parse.urlparse components could allow a remote attacker to obtain sensitive information, caused by improper unicode encoding handling in NFKC normalization. By using a specially-crafted URL, an attacker could exploit this vulnerability to obtain sensitive information.",Unproven,7.5,CVE-2019-9636,Python urllib.parse.urlsplit,Obtain Information,None,Network,Low,High,None,None
76,Digi TransPort LR54 command execution,"Digi TransPort LR54 could allow a remote authenticated attacker to execute arbitrary commands on the system, caused by the improper handling of command line arguments when executing python scripts by the CLI. By sending a specially crafted argument, an attacker could exploit this vulnerability to execute arbitrary commands on the system with root privileges.",Proof of Concept,7.2,CVE-2018-20162,Digi TransPort LR54 firmware 4.4.0.26,Bypass Security,High,Network,Low,High,High,High
77,Facebook Thrift Python denial of service,"Facebook Thrift is vulnerable to a denial of service, caused by improper handling of messages in the Python Facebook Thrift servers. By sending a specially-crafted message, a remote attacker could exploit this vulnerability to cause the application to stop responding.",Unproven,5.3,CVE-2019-3558,Facebook Thrift 2019.02.11.00,Denial of Service,None,Network,Low,None,None,Low
78,RDFLib python-rdflib-tools package code execution,"RDFLib python-rdflib-tools package could allow a remote attacker to execute arbitrary code on the system, caused by a code injection flaw in the CLI tools. By sending a specially-crafted arguments, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,9.8,CVE-2019-7653,RDFLib RDFLib 4.2.2,Gain Access,None,Network,Low,High,High,High
79,Python urllib security bypass,"Python could allow a remote attacker to bypass security restrictions, caused by improper input validation by the urllib. By sending a specially-crafted request, an attacker could exploit this vulnerability to bypass the blacklist file: URIs protection mechanisms.",Unproven,5.3,CVE-2019-9948,Python Python 2.7.16,Bypass Security,None,Network,Low,None,Low,None
80,Python urllib and urllib2 header injection,"Python is vulnerable to HTTP header injection, caused by improper validation of input in urllib and urllib2. By persuading a victim to visit a specially-crafted Web page, a remote attacker could exploit this vulnerability to inject arbitrary HTTP headers, which will allow the attacker to conduct various attacks against the vulnerable system, including cross-site scripting, cache poisoning or session hijacking.",Unproven,6.1,CVE-2019-9947,Python Python 2.7.16,Gain Access,None,Network,Low,Low,Low,None
81,python-libnmap denial of service,"python-libnmap is vulnerable to a denial of service, caused by XML Injection in XML Parsing. By sending a specially crafted XML payload, a remote attacker could exploit this vulnerability to cause the application to crash.",Unproven,5.3,CVE-2019-1010017,python-libnmap python-libnmap 0.6.3,Denial of Service,None,Network,Low,None,None,Low
82,python-gnupg gnupg.GPG.encrypt() and gnupg.GPG.decrypt() methods security bypass,"python-gnupg could provide weaker than expected security, caused by improper input validation in the gnupg.GPG.encrypt() and gnupg.GPG.decrypt() methods. By supplying a specially-crafted passphrase, a remote attacker could exploit this vulnerability to control or modify the ciphertext/plaintext being decrypted or encrypted.",Proof of Concept,9.1,CVE-2019-6690,python-gnupg python-gnupg 0.4.3,Bypass Security,None,Network,Low,High,High,None
83,NumPy Pickle module code execution,"NumPy could allow a remote attacker to execute arbitrary code on the system, caused by the unsafe use of the pickle Python module. By using a specially-crafted serialized object, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Proof of Concept,9.8,CVE-2019-6446,NumPy NumPy 1.16.0,Gain Access,None,Network,Low,High,High,High
84,Oracle MySQL Connectors Connector/Python unspecified,"An unspecified vulnerability in Oracle MySQL related to the Connectors Connector/Python component could allow an unauthenticated attacker to cause high confidentiality impact, high integrity impact, and no availability impact.",Unproven,8.1,CVE-2019-2435,Oracle MySQL Connectors 2.1.8,Other,None,Network,Low,High,High,None
85,Splunk Splunk-SDK-Python man-in-the-middle,"Splunk Splunk-SDK-Python is vulnerable to a man-in-the-middle attack, caused by improper validation of TLS server certificates. By sending a specially crafted certificate, an attacker could exploit this vulnerability to conduct man-in-the-middle attacks.",Unproven,5.3,CVE-2019-5729,Splunk Splunk-SDK-Python 1.6.5,Gain Access,None,Network,Low,None,Low,None
86,Sqla_yaml_fixtures sqla_yaml_fixtures.load code execution,"Sqla_yaml_fixtures could allow a local attacker to execute arbitrary python code on the system, caused by improper input validation by the fixture_text argument in sqla_yaml_fixtures.load. By sending a specially-crafted request, an attacker could exploit this vulnerability to execute arbitrary python code on the system.",Unproven,7.3,CVE-2019-3575,Sqla_yaml_fixtures Sqla_yaml_fixtures 0.9.1,Gain Access,None,Network,Low,Low,Low,Low
87,Danijar Hafner definitions package for Python parser.py. command execution,"Danijar Hafner definitions package for Python could allow a remote attacker to execute arbitrary commands on the system, caused by a flaw in the load() method in definitions/parser.py. By using a specially-crafted file, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,7.8,CVE-2018-20325,Python Danijar Hafner definitions package for Python,Gain Access,None,Local,Low,High,High,High
88,ymlref api.load method command execution,"ymlref could allow a local attacker to execute arbitrary commands on the system, caused by a flaw in the api.load method in ymlref.api.py. By sending specially-crafted arguments, an attacker could exploit this vulnerability to execute arbitrary Python commands on the system.",Unproven,5.9,CVE-2018-20133,ymlref ymlref 0.1.1,Gain Access,None,Local,Low,Low,Low,Low
89,JPCERTCC LogonTracer code execution,JPCERTCC LogonTracer could allow a remote attacker to execute arbitrary code on the system. An attacker could exploit this vulnerability to inject and execute arbitrary Python code on the system.,Unproven,10.0,CVE-2018-16168,JPCERTCC LogonTracer 1.2.0,Gain Access,None,Network,Low,High,High,High
90,Python cookiejar.py information disclosure,"Python could allow a remote attacker to obtain sensitive information, caused by the failure to correctly validate the domain by http.cookiejar.DefaultPolicy.domain_return_ok in Lib/http/cookiejar.py. By using a server with a hostname that has another valid hostname as a suffix, an attacker could exploit this vulnerability to obtain leaked existing cookies.",Unproven,5.3,CVE-2018-20852,Python Python 2.2,Obtain Information,None,Network,Low,Low,None,None
91,The Requests package for Python information disclosure,"The Requests package for Python could allow a remote attacker to obtain sensitive information, caused by sending information in an insecure manner. By sniffing the network, a remote attacker could exploit this vulnerability to obtain sensitive information.",Unproven,5.3,CVE-2018-18074,python-requests python-requests 2.19.1,Obtain Information,None,Network,Low,Low,None,None
92,Imperva SecureSphere command execution,"Imperva SecureSphere could allow a remote attacker to execute arbitrary commands on the system, caused by improper input validation in the Python CGI scripts in PWS. By sending a specially-crafted command, an attacker could exploit this vulnerability to execute arbitrary OS commands on the system.",Functional,9.8,CVE-2018-19646,Imperva SecureSphere 13.0.10,Gain Access,None,Network,Low,High,High,High
93,Python elementtree C accelerator denial of service,"Python is vulnerable to a denial of service, caused by a flaw in the elementtree C accelerator. By using a specially-crafted XML document, a remote attacker could exploit this vulnerability to cause a resource exhaustion.",Unproven,5.3,CVE-2018-14647,Python Python 2.7,Denial of Service,None,Network,Low,None,None,Low
94,Python _pickle.c denial of service,"Python is vulnerable to a denial of service, caused by an integer overflow in the Modules/_pickle.c. By using a large LONG_BINPUT value, a remote attacker could exploit this vulnerability to exhaust all available memory resources.",Unproven,5.3,CVE-2018-20406,Python Python 3.7.0,Denial of Service,None,Network,Low,None,None,Low
95,Intel Distribution for Python (IDP) privilege escalation,"Intel Distribution for Python (IDP) could allow a local authenticated attacker to gain elevated privileges on the system, caused by an incorrect default install directory permission issue. By using a specially-crafted file, an authenticated attacker could exploit this vulnerability to gain elevated privileges.",Unproven,6.7,CVE-2018-12175,Intel Distribution for Python (IDP) 2018 Update 2,Gain Privileges,Low,Local,High,High,High,High
96,Python shutil module command execution,"Python could allow a local attacker to execute arbitrary commands on the system, caused by a flaw in the shutil module (make_archive function). By using a specially-crafted file, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,8.4,CVE-2018-1000802,Python Python 2.7,Gain Access,None,Local,Low,High,High,High
97,glot-www os.system command execution,"glot-www could allow a remote attacker to execute arbitrary commands on the system, caused by the supporting of os.system within a python files content JSON file. By sending specially-crafted command arguments, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,9.8,CVE-2018-15747,glot-www glot-www 2018-05-19,Gain Access,None,Network,Low,High,High,High
98,PyCryptodome package for Python AESNI_encrypt and AESNI_decrypt functions denial of service,"PyCryptodome package for Python is vulnerable to a denial of service, caused by an integer overflow in the AESNI_encrypt and AESNI_decrypt functions in AESNI.c. By sending a specially-crafted data to data_len variable, a remote attacker could exploit this vulnerability to cause Python to crash.",Unproven,7.5,CVE-2018-15560,Python PyCryptodome package for Python 3.6.5,Denial of Service,None,Network,Low,None,None,High
99,Python cryptography package finalize_with_tag API security bypass,"Python cryptography package could allow a remote attacker to bypass security restrictions, caused by the failure to enforce a minimum tag length in the finalize_with_tag API. By sending a specially-crafted request, an attacker could exploit this vulnerability to bypass the MAC check.",Unproven,5.3,CVE-2018-10903,Python cryptography 1.9.0,Bypass Security,None,Network,Low,None,Low,None
100,Python email module security bypass,"Python could allow a remote attacker to bypass security restrictions, caused by an issue with email module incorrectly parsing email address containing multiple @ characters. By sending a specially-crafted request, an attacker could exploit this vulnerability to bypass email filtering protection.",Unproven,7.5,CVE-2019-16056,Python Python 2.7.16,Bypass Security,None,Network,Low,None,High,None
101,Intel Distribution for Python denial of service,"Intel Distribution for Python is vulnerable to a denial of service, caused by the improper validation of input in Bleach module. An attacker could exploit this vulnerability to bypass URI sanitization and cause a denial of service.",Unproven,8.4,CVE-2018-3650,Intel Distribution for Python (IDP) 2018 Update 2,Denial of Service,None,Local,Low,High,High,High
102,Python pop3lib's apop() method denial of service,"Python is vulnerable to a denial of service, caused by catastrophic backtracking in the pop3lib's apop() method. A remote attacker could exploit this vulnerability to cause the application to crash.",Unproven,6.5,CVE-2018-1060,Python Python 2.7.15,Denial of Service,None,Network,Low,None,None,High
103,Python difflib.IS_LINE_JUNK method denial of service,"Python is vulnerable to a denial of service, caused by catastrophic backtracking in the difflib.IS_LINE_JUNK method. A remote attacker could exploit this vulnerability to cause the application to crash.",Unproven,6.5,CVE-2018-1061,Python Python 2.7.15,Denial of Service,None,Network,Low,None,None,High
104,Validators package for Python denial of service,"Validators package for Python is vulnerable to a denial of service, caused by an error when validators.domain is called. By sending a specially-crafted domain string, a remote attacker could exploit this vulnerability to cause the application to enter into an infinite loop.",Unproven,7.5,CVE-2019-19588,validators validators 0.12.2,Denial of Service,None,Network,Low,None,None,High
105,Oracle Sun Systems Solaris Python modules unspecified,"An unspecified vulnerability in Oracle Sun Systems related to the Solaris Python modules component could allow an authenticated attacker to cause high confidentiality impact, high integrity impact, and no availability impact.",Unproven,6.0,CVE-2018-2753,Oracle Solaris 11.3,Other,Low,Local,High,High,High,None
106,Python glob.html weak security,"Python could provide weaker than expected security, caused by a flaw in the library/glob.html which could mislead information about whether sorting occurs. A remote attacker could exploit this vulnerability to launch further attacks on the system.",Unproven,5.3,CVE-2019-17514,Python Python 2.7,Gain Access,None,Network,Low,None,Low,None
107,marshmallow library for Python schema only option information disclosure,"marshmallow library for Python could allow a remote attacker to obtain sensitive information, caused by a flaw in the implementation of schema only option. By sending a specially-crafted data, a remote attacker could exploit this vulnerability to obtain sensitive information.",Unproven,5.3,CVE-2018-17175,marshmallow marshmallow library 2.15.0,Obtain Information,None,Network,Low,Low,None,None
108,Python CPytho os.symlink() function buffer overflow,"Python CPytho is vulnerable to a buffer overflow, caused by improper bounds checking by os.symlink() function. By using a python script that creates a symlink with an attacker controlled name or location, a local attacker could overflow a buffer and execute arbitrary code on the system with elevated privileges.",Unproven,8.4,CVE-2018-1000117,Python CPython 3.6.4,Gain Access,None,Local,Low,High,High,High
109,Python Bleach package URI value security bypass,"Python Bleach package could allow a remote attacker to bypass security restrictions, caused by improper validation of URI values. By using character entities in the URL values, an attacker could exploit this vulnerability to bypass access restrictions.",Unproven,5.3,CVE-2018-7753,Python Bleach package 2.1.2,Bypass Security,None,Network,Low,None,Low,None
110,"New Relic Java, Python, and .NET agents command execution","New Relic Java, Python, and .NET agents could allow a remote attacker to execute SQL commands on the database, caused by running multiple statements separated by semicolons in a single query. An attacker could exploit this vulnerability to return the results of the additional statements and execute an additional INSERT or UPDATE command on the database.",Unproven,7.3,,New Relic Python Agent 1.1.0.192,Gain Access,None,Network,Low,Low,Low,Low
111,Duo Network Gateway python-saml security bypass,"Duo Network Gateway (DNG) could allow a remote authenticated attacker to bypass security restrictions, caused by an implementation flaw in a third-party library. By adding or modifying specially crafted XML data, an attacker could exploit this vulnerability to modify digital signatures of user attribute data and impersonate a user or obtain potentially sensitive information.",Unproven,5.4,US-CERT VU#475445,Duo Network Gateway python-saml 1.2,Bypass Security,Low,Network,Low,Low,Low,None
112,OneLogin python-saml security bypass,"OneLogin could allow a remote authenticated attacker to bypass security restrictions, caused by an implementation flaw in the python-saml open-source library. By adding or modifying specially crafted XML data, an attacker could exploit this vulnerability to modify digital signatures of user attribute data and impersonate a user or obtain potentially sensitive information.",Unproven,5.4,CVE-2017-11427,OneLogin python-saml 1.4.0,Bypass Security,Low,Network,Low,Low,Low,None
113,Juniper AppFormix command execution,"Juniper AppFormix could allow a remote attacker to execute arbitrary commands on the system, caused by an error in the application management platform. By accessing a Python debug console, an attacker could exploit this vulnerability to execute arbitrary commands on the system with root privileges.",Unproven,9.8,CVE-2018-0015,Juniper AppFormix 2.7,Gain Access,None,Network,Low,High,High,High
114,Dell EMC Isilon OneFS privilege escalation,"Dell EMC Isilon OneFS could allow a remote attacker to gain elevated privileges on the system, caused by a path traversal when reading the script file to run. An attacker could exploit this vulnerability using remote support scripts to execute arbitrary python code with root privileges.",Proof of Concept,9.8,CVE-2018-1204,EMC Isilon OneFS 7.1.0.0,Gain Access,None,Network,Low,High,High,High
115,Green Electronics RainMachine Mini-8 (2nd generation) code execution,"Green Electronics RainMachine Mini-8 (2nd generation) could allow a remote attacker to execute arbitrary code on the system, caused by improper input validation by the Weather Service feature. By sending specially-crafted data to the 'Add new weather data source' upload function, an attacker could exploit this vulnerability to execute arbitrary Python code on the system.",Unproven,7.3,CVE-2018-6012,Green Electronics RainMachine Mini-8 (2nd generation),Gain Access,None,Network,Low,Low,Low,Low
116,markdown2 safe_mode feature cross-site scripting,"markdown2 (aka python-markdown2) is vulnerable to cross-site scripting, caused by improper validation of user-supplied input by the safe_mode feature. A remote attacker could exploit this vulnerability to inject malicious script into a Web page which would be executed in a victim's Web browser within the security context of the hosting Web site, once the page is viewed. An attacker could use this vulnerability to steal the victim's cookie-based authentication credentials.",High,6.1,CVE-2018-5773,python-markdown2 python-markdown2 2.3.5,Cross-Site Scripting,None,Network,Low,Low,Low,None
117,New Relic Python agent High Security Mode information disclosure,"New Relic Python agent could allow a remote attacker to obtain sensitive information, caused by an error when High Security Mode is enabled. By customizing message params with the tracing APIs, an attacker could exploit this vulnerability to capture custom API parameters in High Security Mode.",Unproven,5.9,,New Relic Python Agent,Obtain Information,None,Network,High,High,None,None
118,New Relic Python agent SQL query parameters security bypass,"New Relic Python agent could allow a remote attacker to bypass security restrictions, caused by the failure to properly obfuscate SQL query parameters. An attacker could exploit this vulnerability to send SQL query parameters with double quoted strings.",Unproven,5.3,,New Relic Python Agent,Bypass Security,None,Network,Low,None,Low,None
119,Electrum Python console security bypass,"Electrum could allow a remote attacker to bypass security restrictions, caused by a flaw in the Python console. By persuading a victim to paste a specially-crafted exploit code, an attacker could exploit this vulnerability to steal Bitcoin.",Unproven,5.5,CVE-2018-6353,Electrum Electrum 2.9.4,Bypass Security,None,Local,Low,None,High,None
120,Python package for Debian webbrowser.py security bypass,"Python package for Debian could allow a remote attacker to bypass security restrictions, caused by improper validation of strings before launching the program specified by the BROWSER environment variable in Lib/webbrowser.py. By using a specially-crafted URL, an attacker could exploit this vulnerability to conduct argument injection attacks.",Unproven,7.5,CVE-2017-17522,Debian jython package for Debian 2.5.3-3+deb8u1,Bypass Security,None,Network,Low,None,High,None
121,Cisco NX-OS System Software security bypass,"Cisco NX-OS System Software could allow a local authenticated attacker to bypass security restrictions, caused by a flaw in the Python scripting sandbox. An attacker could exploit this vulnerability to scape the scripting sandbox and access Bash shell.",Unproven,4.2,CVE-2017-12340,Cisco Nexus 7000 Series Switches,Bypass Security,High,Local,Low,Low,Low,Low
122,pysaml2 package for Python weak security,"pysaml2 package for Python could provide weaker than expected security, caused by reusing the initialization vector across encryptions in the IDP server. A remote attacker could exploit this vulnerability to launch further attacks on the system.",Unproven,6.5,CVE-2017-1000246,Python pysaml2 package for Python 4.4.0,Gain Access,None,Network,Low,Low,Low,None
123,Ruby Recurly Client Python Library Resource.get method server-side request forgery,"Ruby Recurly Client Ruby Library is vulnerable to server-side request forgery, caused by a flaw in the Resource#find method. By using a specially-crafted argument, an attacker could exploit this vulnerability to compromise the API keys or other critical resources.",Unproven,6.5,CVE-2017-0906,Ruby Recurly Client Python Library 2.0.4,Gain Access,None,Network,Low,None,High,None
124,PyAnyAPI YAML parsing function command execution,"PyAnyAPI could allow a remote attacker to execute arbitrary commands on the system, caused by an exploitable vulnerability exists in the YAML parsing function in the YAMLParser method in Interfaces.py. By inserting Python into loaded YAML, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,9.8,CVE-2017-16616,PyAnyAPI PyAnyAPI 0.5.7,Gain Access,None,Network,Low,High,High,High
125,MLAlchemy YAML parsing function command execution,"MLAlchemy could allow a remote attacker to execute arbitrary commands on the system, caused by an exploitable vulnerability exists in the YAML parsing function in the parse_yaml_query method in parser.py. By inserting Python into loaded YAML, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,9.8,CVE-2017-16615,MLAlchemy MLAlchemy 0.2.1,Gain Access,None,Network,Low,High,High,High
126,OwlMixin YAML parsing function command execution,"OwlMixin could allow a remote attacker to execute arbitrary commands on the system, caused by an exploitable vulnerability exists in the YAML loading function in util.py. By inserting Python into loaded YAML, an attacker could exploit this vulnerability to execute arbitrary commands on the system.",Unproven,9.8,CVE-2017-16618,OwlMixin OwlMixin 2.0.0a11,Gain Access,None,Network,Low,High,High,High
127,Ladon Framework for Python XXE information disclosure,"Ladon Framework for Python allow a remote attacker to obtain sensitive information, caused by an XML external entity (XXE) error. By sending specially-crafted SOAP messages, a remote attacker could exploit this vulnerability to obtain sensitive information.",Unproven,5.3,CVE-2019-1010268,Ladon Ladon Framework for Python 0.9.40,Obtain Information,None,Network,Low,Low,None,None
128,Cisco NX-OS Software Python scripting subsystem privilege escalation,"Cisco NX-OS Software could allow a local authenticated attacker to gain elevated privileges on the system, caused by improper sanitization of user-supplied parameters passed to certain Python functions in the Python scripting subsystem. By using specially-crafted parameters, an attacker could exploit this vulnerability to escape the scripting sandbox and execute arbitrary commands with the privileges of the authenticated user.",Unproven,4.2,CVE-2017-12301,Cisco NX-OS System Software,Gain Privileges,High,Local,Low,Low,Low,Low
129,Python Objects/fileobject.c buffer overflow,"Python is vulnerable to a heap-based buffer overflow, caused by improper bounds checking by the Objects/fileobject.c. By sending an overly large amount of data, a remote attacker could overflow a buffer and possibly execute arbitrary code on the system or cause the application to crash.",Unproven,7.0,CVE-2018-1000030,Python Python 2.7,Gain Access,None,Network,High,Low,Low,High
130,Gentoo dev-python/flower package privilege escalation,"Gentoo dev-python/flower package could allow a local authenticated attacker to gain elevated privileges on the system, caused by setting a PID file ownership to a non-root account. By leveraging access to a non-root account for PID file modification, an attacker could exploit this vulnerability to kill arbitrary processes on the system.",Unproven,7.8,CVE-2017-14483,Gentoo dev-python/flower package 0.9.1,Gain Privileges,Low,Local,Low,High,High,High
131,pysaml2 python optimizations security bypass,"pysaml2 could allow a remote attacker to bypass security restrictions, caused by a flaw when python optimizations enabled. By sending a specially-crafted request, an attacker could exploit this vulnerability to bypass access restrictions to log in as any user.",Unproven,5.3,CVE-2017-1000433,PySAML2 PySAML2 4.4.0,Bypass Security,None,Network,Low,None,Low,None
