,title,description,exploitability,risk_level,cve_id,platform,consequences,privilege,access_vector,access_complexity,confidentiality_impact,integrity_impact,availability_impact
132,python-fedora open redirect,"python-fedora could allow a remote attacker to conduct phishing attacks, caused by an open redirect vulnerability. An attacker could exploit this vulnerability using a specially-crafted URL to redirect a victim to arbitrary Web sites.",Unproven,7.4,CVE-2017-1002150,python-fedora python-fedora 0.8.0,Gain Access,None,Network,Low,None,High,None
133,Multiple Odoo products Database Anonymization module code exec,"Multiple Odoo products could allow a remote authenticated attacker to execute arbitrary code on the system, caused by a flaw in the Database Anonymization module. By sending a specially-crafted malicious anonymization data file, an attacker could exploit this vulnerability to execute arbitrary Python code.",Unproven,8.7,CVE-2017-10803,Odoo Odoo 9.0,Gain Access,High,Network,Low,High,High,None
134,E2OpenPlugins OpenWebif Plugin code execution,"E2OpenPlugins OpenWebif Plugin could allow a remote attacker to execute arbitrary code on the system, caused by a flaw in the saveConfig function of ""plugin/controllers/models/config.py. An attacker could exploit this vulnerability using api/saveconfig to execute arbitrary Python code or OS commands on the system.",Unproven,9.8,CVE-2017-9807,E2OpenPlugins OpenWebif 1.2.4,Gain Access,None,Network,Low,High,High,High
135,Tablib Databook code execution,"Tablib could allow a remote attacker to execute arbitrary code on the system, caused by a flaw in the Databook loading function. By inserting python into loaded yaml, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,7.5,CVE-2017-2810,Tablib Tablib 0.11.4,Gain Access,None,Network,High,High,High,High
136,Mercurial Python debugger code execution,"Mercurial could allow a remote authenticated attacker to execute arbitrary code on the system, caused by improper validation of the repository name. By using ""--debugger"" as a repository name, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,8.8,CVE-2017-9462,Mercurial Mercurial 4.1.2,Gain Access,Low,Network,Low,High,High,High
137,Oracle MySQL Connectors Connector/Python unspecified,"An unspecified vulnerability in Oracle MySQL related to the Connectors Connector/Python component could allow an authenticated attacker to cause no confidentiality impact, low integrity impact, and no availability impact.",Unproven,3.3,CVE-2017-3590,Oracle MySQL Connectors 2.1.5,Other,Low,Local,Low,None,Low,None
138,cloudflare-scrape code execution,"cloudflare-scrape could allow a remote attacker to execute arbitrary code on the system. By persuading a victim to visit a specially crafted Web site, an attacker could exploit this vulnerability to execute arbitrary Python code on the system.",Unproven,8.8,CVE-2017-7235,cloudflare-scrape cloudflare-scrape 1.6.6,Gain Access,None,Network,Low,High,High,High
139,Python code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by an invalid search path flaw for python3.dll loading. By persuading a victim to open a specially-crafted file, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,7.8,CVE-2020-15523,Python Python 3.7,Gain Access,None,Local,Low,High,High,High
140,Python pgAdmin4 DLL code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by the loading of (uuid.dll) and other dynamic-linked libraries in an insecure manner. A remote attacker could exploit this vulnerability using pgAdmin4 to execute arbitrary code on the system.",Unproven,8.8,,pgAdmin pgAdmin 1.1,Gain Access,None,Network,Low,High,High,High
141,html5lib html5lib-python special characters cross-site scripting,"html5lib html5lib-python is vulnerable to cross-site scripting, caused by improper validation of user-supplied input. A remote attacker could exploit this vulnerability to inject malicious script into a Web page which would be executed in a victim's Web browser within the security context of the hosting Web site, once the page is viewed. An attacker could use this vulnerability to steal the victim's cookie-based authentication credentials.",High,6.1,BID-95132,html5lib html5lib-python 0.99999999,Cross-Site Scripting,None,Network,Low,Low,Low,None
142,html5lib html5lib-python <(less than) character cross-site scripting,"html5lib html5lib-python is vulnerable to cross-site scripting, caused by improper validation of user-supplied input. A remote attacker could exploit this vulnerability to inject malicious script into a Web page which would be executed in a victim's Web browser within the security context of the hosting Web site, once the page is viewed. An attacker could use this vulnerability to steal the victim's cookie-based authentication credentials.",High,6.1,BID-95132,html5lib html5lib-python 0.99999999,Cross-Site Scripting,None,Network,Low,Low,Low,None
143,Python oslo.middlewar package information disclosure,"Python oslo.middlewar package could allow a local authenticated attacker to obtain sensitive information, caused by including sensitive data in the CatchError class. A local attacker could exploit this vulnerability to obtain sensitive information.",Unproven,5.9,BID-95827,Python oslo.middleware,Obtain Information,Low,Local,Low,High,None,None
144,Java and Python server-side request forgery,"Java and Python are vulnerable to server-side request forgery, caused by an FTP protocol injection flaw in the built-in URL fetching library (urllib2 in Python 2 and urllib in Python 3) and Java's FTP URL handling code. By persuading a user to visit a malicious Web site, a remote attacker could send a malformed HTTP request to read arbitrary files. An attacker could exploit this vulnerability to gain access to the system.",Unproven,6.5,,Python Python,Gain Access,None,Network,Low,None,High,None
145,Java and Python man-in-the-middle,"Java and Python are vulnerable to a mna-in-the-middle attacks, caused by an FTP protocol injection flaw in the built-in URL fetching library (urllib2 in Python 2 and urllib in Python 3) and Java's FTP URL handling code. By persuading a victim to visit a specially crafted Web site, a remote authenticated attacker could exploit this vulnerability to inject an HTTP redirect to bootstrap this attack.",Unproven,6.3,,Python Python,Gain Access,Low,Network,Low,Low,High,None
146,Java and Python XXE injection,"Java and Python could allow a remote attacker to bypass security restrictions, caused by an FTP protocol injection flaw in the built-in URL fetching library (urllib2 in Python 2 and urllib in Python 3) and Java's FTP URL handling code. By persuading a victim to visit a specially crafted Web site, a remote attacker could exploit this vulnerability to inject FTP commands into the protocol stream and identify the victim's internal IP address, determine the appropriate packet alignment and launch further attacks on the system.",Unproven,7.1,,Python Python,Gain Access,None,Network,Low,Low,High,None
147,Python DecodeAdpcmImaQT buffer overflow,"Python is vulnerable to a buffer overflow, caused by a flaw in the DecodeAdpcmImaQT function in the ctypes module. By persuading a victim to open a specially-crafted file, an attacker could overflow a buffer and execute arbitrary code on the system.",Proof of Concept,5.3,,Python Python 2.x,Gain Access,None,Local,Low,Low,Low,Low
148,python-jose unspecified,An unspecified error in python-jose has an unknown impact by leveraging failure to use a constant time comparison for HMAC keys.,Unproven,5.3,CVE-2016-7036,python-jose python-jose 1.3.1,Other,None,Network,Low,None,Low,None
149,Plone CMS str.format security bypass,"Plone CMS could allow a remote attacker to bypass security restrictions, caused by a flaw in the str.format function. By leveraging the Python string format method, an attacker could exploit this vulnerability to bypass a sandbox protection mechanism and obtain sensitive information.",Unproven,3.7,BID-95679,Plone Plone 4.0,Bypass Security,None,Network,High,Low,None,None
150,Ubuntu Apport remote code execution,"Ubuntu Apport could allow a remote attacker to execute arbitrary python code on the system, caused by an error in apport/ui.py. A remote attacker could exploit this vulnerability to execute arbitrary python code on the system.",Proof of Concept,7.3,CVE-2016-9949,Ubuntu Apport 2.20.3,Gain Access,None,Network,Low,Low,Low,Low
151,Ubuntu Apport directory traversal,"Ubuntu Apport could allow a local attacker to traverse directories on the system caused by the errors in the Apport crash file Package and SourcePackage fields. A local attacker could send a specially-crafted request containing ""dot dot"" sequences (/../) to execute arbitrary Python files from the local system.",Proof of Concept,5.9,CVE-2016-9950,Ubuntu Apport 2.20.3,Gain Access,None,Local,Low,Low,Low,Low
152,Python cryptography HKDF security bypass,Python cryptography could allow a remote attacker to bypass security restrictions. HKDF returns an empty byte-string if used with a length less than algorithm.digest_size. An attacker could exploit this vulnerability to bypass security restrictions and perform unauthorized actions.,Unproven,4.8,BID-94216,Python cryptography 1.5.2,Bypass Security,None,Network,High,Low,Low,None
153,Python urllib3 library security bypass,"Python could allow a remote attacker to bypass security restrictions, caused by the improper validation of TLS certificates by the PyOpenSSL contrib module in the urllib3 library. An attacker could exploit this vulnerability to perform man-in-the-middle and information leakage attacks.",Unproven,3.7,BID-93941,Python urllib3 1.17,Bypass Security,None,Network,High,Low,None,None
154,Oracle MySQL Connector Connector/Python unspecified,"An unspecified vulnerability in Oracle MySQL Connector related to the Connector/Python component has low confidentiality impact, low integrity impact, and low availability impact.",Unproven,5.6,CVE-2016-5598,,Gain Access,None,Network,High,Low,Low,Low
155,Trend Micro Virtual Mobile Infrastructure apns_worker.py command execution,"Trend Micro Virtual Mobile Infrastructure could allow a remote authenticated attacker to execute arbitrary commands on the system, caused by an error in the apns_worker.py python script. By injecting system commands into the password field, an attacker could exploit this vulnerability to execute arbitrary commands on the system with root privileges.",Unproven,8.8,CVE-2016-6270,Trend Micro Virtual Mobile Infrastructure 5.0,Gain Access,Low,Network,Low,High,High,High
156,Python HPACK library for HTTP/2 denial of service,"Python HPACK library for HTTP/2 is vulnerable to a denial of service, caused by an error in the HTTP/2 implementation. By inserting a header field that is exactly the size of the HPACK dynamic header table into the dynamic header table, an attacker could exploit this vulnerability to cause an HPACK Bomb attack.",Unproven,7.5,BID-92315,Python HPACK 1.0.0,Denial of Service,None,Network,Low,None,None,High
157,Python Priority library for HTTP/2 denial of service,"Python Priority library for HTTP/2 is vulnerable to a denial of service, caused by allocating unbounded amounts of memory for every possible HTTP/2 stream ID. A remote attacker could exploit this vulnerability to consume all available CPU resources.",Unproven,7.5,BID-92311,Python Priority,Denial of Service,None,Network,Low,None,None,High
158,Python HTTP_PROXY environment variable HTTP traffic redirect,"Python could allow a remote attacker to redirect HTTP traffic of CGI application, caused by the failure to protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable. By using a specially-crafted Proxy header in a HTTP request, an attacker could exploit this vulnerability to redirect outbound HTTP traffic to arbitrary proxy server.

This is also known as the ""HTTPOXY"" vulnerability.",Unproven,8.1,US-CERT VU#797896,Python Python,Gain Access,None,Network,High,High,High,High
159,Python HTTP_PROXY environment variable HTTP traffic redirect,"Python could allow a remote attacker to redirect HTTP traffic of CGI application, caused by the failure to protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable. By using a specially-crafted Proxy header in a HTTP request, an attacker could exploit this vulnerability to redirect outbound HTTP traffic to arbitrary proxy server.

This is also known as the ""HTTPOXY"" vulnerability.",Unproven,8.1,CVE-2016-1000111,Python Python,Gain Access,None,Network,High,High,High,High
160,Python python-3.5.2.exe DLL code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by the loading of (fwbase.dll) dynamic-linked libraries by executable installers. By placing a DLL in the users ""Downloads"" directory, a remote attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,8.8,,Python Python 3.5.2,Gain Access,None,Network,Low,High,High,High
161,The python-docx package XXE denial of service,"The python-docx package is vulnerable to a denial of service, caused by an XML External Entity Injection (XXE) error when processing XML data. A remote attacker could exploit this vulnerability to expose sensitive information or consume all available memory resources.",Unproven,6.5,CVE-2016-5851,Python python-docx package 0.8.5,Denial of Service,None,Network,Low,Low,None,Low
162,Python's smtplib library stripping attack,Python's smtplib library is vulnerable to a stripping attack. An exception isn't returned by the Python's smtplib library if StartTLS fails to establish correctly in the SMTP.starttls() function. An attacker with man-in-the-middle ability could exploit this vulnerability to strip out the STARTTLS command without generating an exception on the python SMTP client application and prevent the establishment of the TLS layer.,Unproven,6.5,CVE-2016-0772,Python smptlib library,Gain Access,None,Network,Low,Low,Low,None
163,urllib2 and urllib for Python header injection,"urllib2 and urllib for Python are vulnerable to HTTP header injection, caused by improper validation of input. By persuading a victim to visit a specially-crafted Web page, a remote attacker could exploit this vulnerability to inject arbitrary HTTP headers, which will allow the attacker to conduct various attacks against the vulnerable system, including cross-site scripting, cache poisoning or session hijacking.",Unproven,6.5,CVE-2016-5699,Python urllib2 for Python 2,Data Manipulation,None,Network,Low,Low,Low,None
164,zipimport module for Python zipimport.c buffer overflow,"zipimport module for Python is vulnerable to a heap-based buffer overflow, caused by improper bounds checking by the get_data() function in zipimport.c. A remote attacker could overflow a buffer and execute arbitrary code on the system or cause the application to crash.",Unproven,7.3,CVE-2016-5636,Python zipimport module for Python,Gain Access,None,Network,Low,Low,Low,Low
165,Apache Qpid Proton python API information disclosure,"Apache Qpid could allow a remote attacker to obtain sensitive information, caused by the use of the Proton python API to provision an SSL/TLS encrypted TCP connection by messaging applications. An attacker could exploit this vulnerability using man-in-the-middle techniques to obtain messages being sent in clear text.",Unproven,4.3,CVE-2016-2166,Apache Qpid Proton 0.12,Obtain Information,None,Network,Low,Low,None,None
166,Python DLL code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by the loading of dynamic-linked libraries by executable installers. By placing a DLL in the users ""Downloads"" directory, a remote attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,8.8,,Python Python 3.5.1,Gain Access,None,Network,Low,High,High,High
167,Python (Python-RSA) verify function spoofing,"Python (Python-RSA) could allow a remote attacker to conduct spoofing attacks, an error in the verify function. By using a malformed signature, an attacker could exploit this vulnerability to spoof signatures.",Unproven,5.3,CVE-2016-1494,Python Python-RSA 3.2,Gain Access,None,Network,Low,None,Low,None
168,IBM SPSS Statistics privilege escalation,IBM SPSS Statistics uses python scripts that have write permissions to Everyone. A local user can add malicious OS commands to the python code. These command will later be executed in case another user (for example an administrator) opens SPSS and uses that module.,Unproven,7.8,CVE-2015-7489,IBM SPSS Statistics 22.0,Gain Privileges,None,Local,Low,High,High,High
169,Python xmlrpc library denial of service,"Python is vulnerable to a denial of service, caused by the failure to restrict the size of a gzip compressed HTTP responses by the xmlrpc library. By connecting to a malicious server, an attacker could exploit this vulnerability to consume an overly large amount of memory resources.",Unproven,4.3,CVE-2013-1753,Python Python 2.7,Denial of Service,None,Network,Low,None,None,Low
170,Users Ultra Plugin for WordPress xoo.userultra.user.php file upload,"Users Ultra Plugin for WordPress could allow a remote attacker to upload arbitrary files, caused by the improper validation of MIME files or file size by the xoo.userultra.user.php script.. By sending a specially-crafted HTTP POST request, a remote attacker could exploit this vulnerability to upload a malicious csv file, which could allow the attacker to execute arbitrary python code on the vulnerable system.",Proof of Concept,6.5,,WordPress Users Ultra Plugin for WordPress 1.5.50,Gain Access,None,Network,Low,Low,Low,None
171,AlienVault Unified Security Management cPickle objects code execution,"AlienVault Unified Security Management could allow a remote attacker to execute arbitrary code on the system, caused by the deserialization of cPickle objects within the av-forward Python daemon. By sending specially crafted data, an attacker could exploit this vulnerability to execute arbitrary code on the system with avforw account.",Unproven,7.3,,AlienVault Unified Security Management (USM) 5.1.0,Gain Access,None,Network,Low,Low,Low,Low
172,Python pack_string buffer overflow,"Python is vulnerable to a heap-based buffer overflow, caused by improper bounds checking by the pack_string function. By sending an overly long string argument to the Profile.addinfo method, a remote attacker could overflow a buffer and execute arbitrary code on the system or cause the application to crash.",Unproven,7.3,,Python Python 2.7,Gain Access,None,Network,Low,Low,Low,Low
173,Python array.fromstring() code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by a  use-after-free in the array.fromstring() function. An attacker could exploit this vulnerability using the fromstring() call to execute arbitrary code on the system.",Proof of Concept,7.3,,Python Python 2.7,Gain Access,None,Network,Low,Low,Low,Low
174,Python strop.replace() integer overflow,"Python could allow a remote attacker to execute arbitrary code on the system, caused by an integer overflow in the strop.replace() function. By sending an overly long string, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Proof of Concept,7.3,,Python Python 2.7,Gain Access,None,Network,Low,Low,Low,Low
175,Python product_setstate() code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by an out-of-bounds read in the product_setstate() function. By invoking the function, an attacker could exploit this vulnerability to obtain sensitive information, execute arbitrary code on the system or cause the application to crash.",Proof of Concept,7.3,,Python Python 3.3,Gain Access,None,Network,Low,Low,Low,Low
176,Python xmlparse_setattro() code execution,"Python could allow a remote attacker to execute arbitrary code on the system, caused by a type confusion error in the xmlparse_setattro() function. By invoking the function, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Proof of Concept,7.3,,Python Python 3.5,Gain Access,None,Network,Low,Low,Low,Low
177,Python time_strftime() information disclosure,"Python could allow a remote attacker to obtain sensitive information, caused by a buffer over-read error in the time_strftime() function. A remote attacker could exploit this vulnerability to view the contents of adjacent memory.",Unproven,5.3,,Python Python 3.5,Obtain Information,None,Network,Low,Low,None,None
178,Python scan_eol() information disclosure,"Python could allow a remote attacker to obtain sensitive information, caused by a buffer over-read error in the scan_eol() function. A remote attacker could exploit this vulnerability to view the contents of adjacent memory.",Unproven,5.3,,Python Python 3.5,Obtain Information,None,Network,Low,Low,None,None
179,Ubuntu Apport Python module imports privilege escalation,"Ubuntu Apport could allow a local attacker to gain elevated privileges on the system, caused by improper handling of Python module imports. By sending a specially-crafted request, an attacker could exploit this vulnerability to gain elevated privileges and run programs as an administrator.",Unproven,8.4,CVE-2015-1341,Ubuntu Apport 2.19.1,Gain Privileges,None,Local,Low,High,High,High
180,OpenStack Swift-on-File (Swiftonfile) code execution,"OpenStack Swift-on-File could allow a remote authenticated attacker to execute arbitrary code on the system, caused by the failure to properly restrict use of the pickle Python module when loading metadata. An attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,6.3,CVE-2015-5242,OpenStack OpenStack Swift-on-File (Swiftonfile),Gain Access,Low,Network,Low,Low,Low,Low
181,Linux Kernel Python security bypass,"Linux Kernel could allow a local attacker to bypass security restrictions, caused  by the failure to prevent the running of executables. An attacker could exploit this vulnerability using the python script to run the executable file.",Proof of Concept,4.0,,Linux Kernel 3.16.0,Bypass Security,None,Local,Low,None,Low,None
182,OpenStack Ironic Inspector Flask console code execution,"OpenStack Ironic Inspector could allow a remote attacker to execute arbitrary code on the system, caused by an error when debug mode is enabled. An attacker could exploit this vulnerability to gain access to the Flask console and execute arbitrary Python code on the system.",Unproven,5.6,CVE-2015-5306,OpenStack Ironic Inspector,Gain Access,None,Network,High,Low,Low,Low
183,Juniper Junos command shell privilege escalation,"Juniper Junos could allow a local authenticated attacker to gain elevated privileges on the system, caused by python flaws in the command shell. An attacker could exploit this vulnerability to execute arbitrary python code on the system.",Unproven,7.8,CVE-2014-6448,Juniper Junos 13.2,Gain Privileges,Low,Local,Low,High,High,High
184,Python for Windows code execution,"Python for Windows could allow a remote attacker to execute arbitrary code on the system, caused by the insecure loading of the readline.pyd DLL. By persuading a victim to open a specially crafted file, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,6.3,CVE-2015-5652,Python Python for Windows,Gain Access,None,Network,Low,Low,Low,Low
185,Palo Alto Networks Panorama VM Appliance code execution,"Palo Alto Networks Panorama VM Appliance could allow a remote attacker to execute arbitrary  code on the system, caused by a flaw related to the processing of new firmware. By using a specially-crafted firmware, an attacker could exploit this vulnerability to execute arbitrary Python code on the system.",Unproven,7.8,CVE-2015-6531,Palo Alto Networks PAN-OS 6.0,Gain Access,None,Local,Low,High,High,High
186,Python tlslite library denial of service,"Python is vulnerable to a denial of service, caused by a flaw in the tlslite library. By using a specially-crafted message, a remote attacker could exploit this vulnerability to cause the process to crash.",Unproven,5.3,CVE-2015-3220,Python tlslite library 0.4.8,Denial of Service,None,Network,Low,None,None,Low
187,Python IDLE denial of service,"Python IDLE is vulnerable to a denial of service. By sending an overly long string argument, a remote attacker could exploit this vulnerability to cause the application to crash.",Proof of Concept,5.3,,Python IDLE 2.7.8,Denial of Service,None,Network,Low,None,None,Low
188,Python pip mirroring support security bypass,"Python pip could allow a remote attacker to bypass security restrictions, caused by the implementation of the mirroring support without authentication checks. An attacker could exploit this vulnerability to download software over insecure links.",Unproven,5.3,CVE-2013-5123,Python pip 1.5.6,Bypass Security,None,Network,Low,None,Low,None
189,Cisco Nexus devices privilege escalation,"Cisco Nexus devices could allow a local authenticated attacker to gain elevated privileges on the system, caused by insufficient hardening of the operating system. An attacker could exploit this vulnerability to execute arbitrary Python scripts and gain root privileges on the system.",Unproven,6.8,CVE-2015-4234,Cisco MDS 9000 NX-OS 6.2 (2),Gain Privileges,,Local,Low,Complete,Complete,Complete
190,Cisco Nexus 7000 privilege escalation,"Cisco Nexus 7000 could allow a local authenticated attacker to gain elevated privileges on the system, caused by incomplete privilege separation of the Python scripting engine across multiple VDCs. An attacker could exploit this vulnerability to remove files owned by a separate VDC.",Unproven,4.6,CVE-2015-4231,Cisco Nexus 7000 6.2(8a),Gain Privileges,,Local,Low,None,Complete,None
191,IBM PowerVC KVM host privilege escalation,"An attacker local to a KVM host managed by PowerVC 1.2.2.1 or 1.2.2.2 may obtain a python prompt running as the nova service user via an unauthenticated local port. This connection may be used to glean PowerVC service user credentials. These can in turn be used to perform PowerVC operations restricted to admin users, and/or to obtain the credentials PowerVC uses to manage other hosts, storage, etc., including root credentials.",Unproven,7.2,CVE-2015-1950,IBM PowerVC Standard Edition 1.2.2,Gain Privileges,,Local,Low,Complete,Complete,Complete
192,python-kerberos checkPassword() spoofing,"python-kerberos could allow a remote attacker to conduct spoofing attacks, caused by the failure to verify KDC authenticity by the checkPassword() function. An attacker could exploit this vulnerability using man-in-the-middle techniques to spoof a KDC.",Unproven,4.3,,Python python-kerberos 1.2.2,Gain Access,,Network,Medium,None,Partial,None
193,python-tornado XSRF cookie BREACH,"python-tornado is vulnerable to BREACH attack, caused by an error in the XSRF cookie. By sending a series of specially-crafted requests, a remote attacker could exploit this vulnerability to allow a side-channel attack against TLS. This vulnerability was demonstrated at BlackHat 2013 and a corresponding tool released known as ""BREACH"".",Unproven,4.3,CVE-2014-9720,Python python-tornado 3.2,Gain Access,,Network,Medium,None,Partial,None
194,Python ssl.match_hostname() function spoofing,"Python could allow a remote attacker to conduct spoofing attacks, caused by an error when handling certificates that contain hostnames with wildcard by the ssl.match_hostname() function. An attacker could exploit this vulnerability using man-in-the-middle techniques to spoof SSL servers, which could be used to launch further attacks against the victim.",Unproven,4.3,BID-74707,Python Python 2.7.8,Gain Access,None,Network,Low,None,Low,None
195,python-dbusmock ddTemplate() D-Bus method and  DBusTestCase.spawn_server_template() method code execution,"python-dbusmock could allow a remote attacker to execute arbitrary code on the system, caused by a flaw in the AddTemplate() D-Bus method and  DBusTestCase.spawn_server_template() method. By persuading a victim to open a specially-crafted .pyc file, an attacker could exploit this vulnerability to execute arbitrary code on the system.",Unproven,7.8,CVE-2015-1326,python-dbusmock python-dbusmock 0.15,Gain Access,None,Local,Low,High,High,High
196,OpenStack keystonemiddleware and python-keystoneclient s3_token middleware man-in-the-middle,"OpenStack keystonemiddleware and python-keystoneclient is vulnerable to a man-in-the-middle attack, caused by an error in the api-paste.ini configuration file. A remote attacker could exploit this vulnerability using a specially-crafted handshake to conduct man-in-the-middle attacks to decrypt and modify traffic.",Unproven,5.8,CVE-2015-1852,OpenStack keystonemiddleware 1.5.0,Informational,,Network,Medium,Partial,Partial,None
197,Cisco Web Security Appliance status checking code execution,"Cisco Web Security Appliance could allow a local attacker to execute arbitrary code on the system, caused by the improper usage and handling of the pickle Python module by the status checking process of support remote access tunnels. An attacker could exploit this vulnerability to execute arbitrary Python code on the system.",Unproven,6.6,CVE-2015-0692,Cisco Web Security Appliance,Gain Access,,Local,Medium,Complete,Complete,Complete
198,Cisco Web Security Appliance status-checking privilege escalation,"Cisco Web Security Appliance could allow a local authenticated attacker to gain elevated privileges on the system, caused by the improper usage and handling of the pickle Python module by the status-checking process. By sending a specially-crafted pickle file, an attacker could exploit this vulnerability to execute arbitrary Python code on the system.",Unproven,6.6,CVE-2015-0693,Cisco Web Security Appliance,Gain Privileges,,Local,Medium,Complete,Complete,Complete
199,Python Restkit SSL/TLS certificates spoofing,"Python Restkit could allow a remote attacker to conduct spoofing attacks, caused by the improper validation of SSL/TLS certificates. An attacker could exploit this vulnerability to spoof TLS servers.",Unproven,2.6,CVE-2015-2674,Python Restkit,Gain Access,,Network,High,None,Partial,None
